Branch,City,CM Orders,Current Month MTD,Customer type,Date,Gender,Invoice ID,Last 7 Days,Last N Days,Payment,PM Orders,Previous Month MTD,Product line,Rating Categories,Selected Date Filter,Tag Filter,Time,CM COGS,CM Gross Income,CM Quantity,CM Rating,CM Total,Cogs,Gross Income,Gross Margin Percentage,PM COGS,PM Gross Income,PM Quantity,PM Total,Quantity,Rating,Sort,Tax 5%,Total,Unit price,Year
B,Mandalay,686-41-0932,True,Normal,3/13/2019,Female,686-41-0932,False,False,Ewallet,,False,Fashion accessories,Satisfied,False,True,12/30/1899 7:48:00 PM,$69,$3,2.0,$82,$73,69.4,$3.5,4.761904762,,,,,2,8.2,72.87,3.47,$72.9,34.7,2019
A,Yangon,510-09-5628,True,Member,3/15/2019,Female,510-09-5628,False,False,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 6:20:00 PM,$197,$10,10.0,$72,$206,196.6,$9.8,4.761904762,,,,,10,7.2,206.43,9.83,$206.4,19.66,2019
B,Mandalay,608-04-3797,True,Member,3/5/2019,Female,608-04-3797,False,False,Ewallet,,False,Health and beauty,Satisfied,False,True,12/30/1899 8:24:00 PM,$203,$10,8.0,$87,$213,202.56,$10.1,4.761904762,,,,,8,8.7,212.688,10.128,$212.7,25.32,2019
C,Naypyitaw,148-82-2527,True,Member,3/5/2019,Female,148-82-2527,False,False,Credit card,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 1:44:00 PM,$121,$6,10.0,$84,$127,121.2,$6.1,4.761904762,,,,,10,8.4,127.26,6.06,$127.3,12.12,2019
B,Mandalay,,False,Normal,2/26/2019,Male,437-53-3084,False,False,Ewallet,437-53-3084,True,Fashion accessories,Satisfied,False,True,12/30/1899 11:48:00 AM,,,,,,199.78,$10.0,4.761904762,199.78,9.989,2,209.769,2,7.1,209.769,9.989,$209.8,99.89,2019
B,Mandalay,632-32-4574,True,Normal,3/20/2019,Male,632-32-4574,False,True,Cash,,False,Sports and travel,Neutral,False,True,12/30/1899 2:14:00 PM,$607,$30,8.0,$55,$638,607.36,$30.4,4.761904762,,,,,8,5.5,637.728,30.368,$637.7,75.92,2019
C,Naypyitaw,,False,Normal,1/1/2019,Female,556-97-7101,False,False,Cash,,False,Electronic accessories,Satisfied,False,True,12/30/1899 3:51:00 PM,,,,,,126.44,$6.3,4.761904762,,,,,2,8.5,132.762,6.322,$132.8,63.22,2019
C,Naypyitaw,,False,Normal,1/27/2019,Female,862-59-8517,False,False,Cash,,False,Food and beverages,Neutral,False,True,12/30/1899 11:17:00 AM,,,,,,541.44,$27.1,4.761904762,,,,,6,6.2,568.512,27.072,$568.5,90.24,2019
B,Mandalay,,False,Member,1/21/2019,Female,401-18-8016,False,False,Cash,,False,Sports and travel,Satisfied,False,True,12/30/1899 5:36:00 PM,,,,,,98.13,$4.9,4.761904762,,,,,1,8.9,103.0365,4.9065,$103.0,98.13,2019
A,Yangon,,False,Member,2/2/2019,Female,420-18-8989,False,False,Cash,420-18-8989,True,Sports and travel,Happy,False,True,12/30/1899 3:47:00 PM,,,,,,412.16,$20.6,4.761904762,412.16,20.608,8,432.768,8,9.6,432.768,20.608,$432.8,51.52,2019
B,Mandalay,,False,Member,2/3/2019,Male,277-63-2961,False,False,Credit card,277-63-2961,True,Sports and travel,Neutral,False,True,12/30/1899 3:53:00 PM,,,,,,73.97,$3.7,4.761904762,73.97,3.6985,1,77.6685,1,5.4,77.6685,3.6985,$77.7,73.97,2019
C,Naypyitaw,,False,Member,1/5/2019,Female,573-98-8548,False,False,Ewallet,,False,Fashion accessories,Happy,False,True,12/30/1899 12:40:00 PM,,,,,,31.9,$1.6,4.761904762,,,,,1,9.1,33.495,1.595,$33.5,31.9,2019
C,Naypyitaw,,False,Normal,1/27/2019,Male,620-02-2046,False,False,Ewallet,,False,Home and lifestyle,Happy,False,True,12/30/1899 7:48:00 PM,,,,,,138.8,$6.9,4.761904762,,,,,2,9,145.74,6.94,$145.7,69.4,2019
B,Mandalay,282-35-2475,True,Normal,3/25/2019,Female,282-35-2475,True,True,Cash,,False,Sports and travel,Neutral,False,True,12/30/1899 5:53:00 PM,$187,$9,2.0,$63,$196,186.62,$9.3,4.761904762,,,,,2,6.3,195.951,9.331,$196.0,93.31,2019
B,Mandalay,,False,Normal,2/25/2019,Male,511-54-3087,False,False,Credit card,511-54-3087,True,Sports and travel,Happy,False,True,12/30/1899 4:36:00 PM,,,,,,88.45,$4.4,4.761904762,88.45,4.4225,1,92.8725,1,9.5,92.8725,4.4225,$92.9,88.45,2019
A,Yangon,,False,Member,1/28/2019,Male,726-29-6793,False,False,Ewallet,,False,Electronic accessories,Happy,False,True,12/30/1899 8:54:00 PM,,,,,,193.44,$9.7,4.761904762,,,,,8,9.8,203.112,9.672,$203.1,24.18,2019
B,Mandalay,,False,Member,1/8/2019,Female,387-49-4215,False,False,Cash,,False,Sports and travel,Neutral,False,True,12/30/1899 12:50:00 PM,,,,,,145.5,$7.3,4.761904762,,,,,3,6.7,152.775,7.275,$152.8,48.5,2019
B,Mandalay,,False,Normal,1/29/2019,Female,862-17-9201,False,False,Credit card,,False,Food and beverages,Satisfied,False,True,12/30/1899 10:48:00 AM,,,,,,504.3,$25.2,4.761904762,,,,,6,7.7,529.515,25.215,$529.5,84.05,2019
B,Mandalay,291-21-5991,True,Member,3/29/2019,Male,291-21-5991,True,True,Cash,,False,Health and beauty,Satisfied,False,True,12/30/1899 2:28:00 PM,$306,$15,5.0,$70,$322,306.45,$15.3,4.761904762,,,,,5,7,321.7725,15.3225,$321.8,61.29,2019
C,Naypyitaw,,False,Member,2/9/2019,Female,602-80-9671,False,False,Credit card,602-80-9671,True,Home and lifestyle,Neutral,False,True,12/30/1899 5:15:00 PM,,,,,,95.7,$4.8,4.761904762,95.7,4.785,6,100.485,6,5.1,100.485,4.785,$100.5,15.95,2019
B,Mandalay,,False,Member,1/16/2019,Female,347-72-6115,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 6:03:00 PM,,,,,,635.18,$31.8,4.761904762,,,,,7,6.2,666.939,31.759,$666.9,90.74,2019
A,Yangon,,False,Normal,1/5/2019,Female,209-61-0206,False,False,Ewallet,,False,Home and lifestyle,Neutral,False,True,12/30/1899 5:29:00 PM,,,,,,214.55,$10.7,4.761904762,,,,,5,6.1,225.2775,10.7275,$225.3,42.91,2019
A,Yangon,,False,Normal,1/27/2019,Female,595-27-4851,False,False,Ewallet,,False,Fashion accessories,Happy,False,True,12/30/1899 6:05:00 PM,,,,,,379.96,$19.0,4.761904762,,,,,7,9.3,398.958,18.998,$399.0,54.28,2019
A,Yangon,189-52-0236,True,Normal,3/14/2019,Male,189-52-0236,False,False,Cash,,False,Electronic accessories,Satisfied,False,True,12/30/1899 12:07:00 PM,$697,$35,7.0,$76,$732,696.85,$34.8,4.761904762,,,,,7,7.6,731.6925,34.8425,$731.7,99.55,2019
C,Naypyitaw,,False,Member,2/23/2019,Male,503-07-0930,False,False,Credit card,503-07-0930,True,Sports and travel,Satisfied,False,True,12/30/1899 7:49:00 PM,,,,,,408.73,$20.4,4.761904762,408.73,20.4365,7,429.1665,7,8.2,429.1665,20.4365,$429.2,58.39,2019
C,Naypyitaw,413-20-6708,True,Member,3/18/2019,Female,413-20-6708,False,True,Ewallet,,False,Fashion accessories,Satisfied,False,True,12/30/1899 3:52:00 PM,$51,$3,1.0,$85,$54,51.47,$2.6,4.761904762,,,,,1,8.5,54.0435,2.5735,$54.0,51.47,2019
B,Mandalay,425-85-2085,True,Member,3/29/2019,Male,425-85-2085,True,True,Ewallet,,False,Health and beauty,Happy,False,True,12/30/1899 4:48:00 PM,$274,$14,5.0,$98,$288,274.3,$13.7,4.761904762,,,,,5,9.8,288.015,13.715,$288.0,54.86,2019
C,Naypyitaw,,False,Member,1/22/2019,Male,521-18-7827,False,False,Credit card,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 8:46:00 PM,,,,,,196.95,$9.8,4.761904762,,,,,5,8.7,206.7975,9.8475,$206.8,39.39,2019
A,Yangon,220-28-1851,True,Normal,3/1/2019,Male,220-28-1851,False,False,Ewallet,,False,Home and lifestyle,Happy,False,True,12/30/1899 6:14:00 PM,$69,$3,2.0,$97,$73,69.46,$3.5,4.761904762,,,,,2,9.7,72.933,3.473,$72.9,34.73,2019
C,Naypyitaw,,False,Member,1/17/2019,Male,600-38-9738,False,False,Credit card,,False,Sports and travel,Dissatisfied,False,True,12/30/1899 3:05:00 PM,,,,,,359.6,$18.0,4.761904762,,,,,5,4.3,377.58,17.98,$377.6,71.92,2019
B,Mandalay,734-91-1155,True,Normal,3/26/2019,Female,734-91-1155,True,True,Credit card,,False,Electronic accessories,Satisfied,False,True,12/30/1899 10:34:00 AM,$137,$7,3.0,$77,$144,137.13,$6.9,4.761904762,,,,,3,7.7,143.9865,6.8565,$144.0,45.71,2019
C,Naypyitaw,451-28-5717,True,Member,3/20/2019,Female,451-28-5717,False,True,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 11:23:00 AM,$499,$25,6.0,$73,$524,499.02,$25.0,4.761904762,,,,,6,7.3,523.971,24.951,$524.0,83.17,2019
A,Yangon,,False,Member,2/6/2019,Female,609-81-8548,False,False,Credit card,609-81-8548,True,Home and lifestyle,Neutral,False,True,12/30/1899 1:55:00 PM,,,,,,224.64,$11.2,4.761904762,224.64,11.232,6,235.872,6,5.9,235.872,11.232,$235.9,37.44,2019
C,Naypyitaw,,False,Normal,1/1/2019,Male,133-14-7229,False,False,Cash,,False,Health and beauty,Neutral,False,True,12/30/1899 11:43:00 AM,,,,,,125.74,$6.3,4.761904762,,,,,2,5,132.027,6.287,$132.0,62.87,2019
A,Yangon,,False,Normal,1/27/2019,Male,534-01-4457,False,False,Credit card,,False,Food and beverages,Satisfied,False,True,12/30/1899 2:36:00 PM,,,,,,490.26,$24.5,4.761904762,,,,,6,8,514.773,24.513,$514.8,81.71,2019
A,Yangon,,False,Member,2/25/2019,Female,719-89-8991,False,False,Ewallet,719-89-8991,True,Sports and travel,Satisfied,False,True,12/30/1899 4:03:00 PM,,,,,,457.05,$22.9,4.761904762,457.05,22.8525,5,479.9025,5,7.1,479.9025,22.8525,$479.9,91.41,2019
B,Mandalay,,False,Normal,1/16/2019,Male,286-62-6248,False,False,Credit card,,False,Fashion accessories,Happy,False,True,12/30/1899 8:03:00 PM,,,,,,156.84,$7.8,4.761904762,,,,,4,9,164.682,7.842,$164.7,39.21,2019
B,Mandalay,,False,Member,1/13/2019,Male,339-38-9982,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 2:55:00 PM,,,,,,119.72,$6.0,4.761904762,,,,,2,6.7,125.706,5.986,$125.7,59.86,2019
B,Mandalay,,False,Member,2/7/2019,Female,827-44-5872,False,False,Credit card,827-44-5872,True,Food and beverages,Neutral,False,True,12/30/1899 11:28:00 AM,,,,,,543.6,$27.2,4.761904762,543.6,27.18,10,570.78,10,6.1,570.78,27.18,$570.8,54.36,2019
A,Yangon,,False,Normal,2/17/2019,Male,827-77-7633,False,False,Cash,827-77-7633,True,Sports and travel,Happy,False,True,12/30/1899 7:41:00 PM,,,,,,882.81,$44.1,4.761904762,882.81,44.1405,9,926.9505,9,9.3,926.9505,44.1405,$927.0,98.09,2019
A,Yangon,,False,Normal,2/12/2019,Male,287-83-1405,False,False,Ewallet,287-83-1405,True,Health and beauty,Satisfied,False,True,12/30/1899 7:01:00 PM,,,,,,152.58,$7.6,4.761904762,152.58,7.629,6,160.209,6,7,160.209,7.629,$160.2,25.43,2019
A,Yangon,,False,Member,1/24/2019,Male,435-13-4908,False,False,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 6:04:00 PM,,,,,,693.44,$34.7,4.761904762,,,,,8,7.2,728.112,34.672,$728.1,86.68,2019
B,Mandalay,,False,Normal,2/6/2019,Male,857-67-9057,False,False,Ewallet,857-67-9057,True,Electronic accessories,Satisfied,False,True,12/30/1899 7:20:00 PM,,,,,,229.5,$11.5,4.761904762,229.5,11.475,10,240.975,10,8.2,240.975,11.475,$241.0,22.95,2019
C,Naypyitaw,236-27-1144,True,Normal,3/26/2019,Female,236-27-1144,True,True,Ewallet,,False,Food and beverages,Satisfied,False,True,12/30/1899 10:31:00 AM,$147,$7,9.0,$84,$154,146.79,$7.3,4.761904762,,,,,9,8.4,154.1295,7.3395,$154.1,16.31,2019
A,Yangon,892-05-6689,True,Normal,3/11/2019,Female,892-05-6689,False,False,Ewallet,,False,Home and lifestyle,Neutral,False,True,12/30/1899 1:28:00 PM,$142,$7,5.0,$62,$149,141.6,$7.1,4.761904762,,,,,5,6.2,148.68,7.08,$148.7,28.32,2019
C,Naypyitaw,,False,Normal,2/7/2019,Male,583-41-4548,False,False,Ewallet,583-41-4548,True,Home and lifestyle,Satisfied,False,True,12/30/1899 11:36:00 AM,,,,,,116.69,$5.8,4.761904762,116.69,5.8345,7,122.5245,7,7.4,122.5245,5.8345,$122.5,16.67,2019
B,Mandalay,,False,Member,1/5/2019,Female,339-12-4827,False,False,Credit card,,False,Fashion accessories,Neutral,False,True,12/30/1899 11:32:00 AM,,,,,,73.96,$3.7,4.761904762,,,,,1,5,77.658,3.698,$77.7,73.96,2019
A,Yangon,643-38-7867,True,Normal,3/7/2019,Male,643-38-7867,False,False,Ewallet,,False,Home and lifestyle,Neutral,False,True,12/30/1899 11:44:00 AM,$98,$5,1.0,$69,$103,97.94,$4.9,4.761904762,,,,,1,6.9,102.837,4.897,$102.8,97.94,2019
A,Yangon,,False,Normal,2/25/2019,Female,308-81-0538,False,False,Credit card,308-81-0538,True,Fashion accessories,Dissatisfied,False,True,12/30/1899 5:16:00 PM,,,,,,292.2,$14.6,4.761904762,292.2,14.61,4,306.81,4,4.9,306.81,14.61,$306.8,73.05,2019
C,Naypyitaw,,False,Member,2/1/2019,Female,358-88-9262,False,False,Ewallet,358-88-9262,True,Food and beverages,Neutral,False,True,12/30/1899 6:43:00 PM,,,,,,524.88,$26.2,4.761904762,524.88,26.244,6,551.124,6,5.1,551.124,26.244,$551.1,87.48,2019
A,Yangon,,False,Normal,1/22/2019,Male,460-35-4390,False,False,Ewallet,,False,Home and lifestyle,Happy,False,True,12/30/1899 11:00:00 AM,,,,,,92.04,$4.6,4.761904762,,,,,3,9.1,96.642,4.602,$96.6,30.68,2019
C,Naypyitaw,,False,Member,1/3/2019,Male,343-87-0864,False,False,Credit card,,False,Health and beauty,Satisfied,False,True,12/30/1899 10:30:00 AM,,,,,,75.88,$3.8,4.761904762,,,,,1,7.1,79.674,3.794,$79.7,75.88,2019
B,Mandalay,,False,Member,2/13/2019,Female,173-50-1108,False,False,Credit card,173-50-1108,True,Sports and travel,Neutral,False,True,12/30/1899 12:14:00 PM,,,,,,80.72,$4.0,4.761904762,80.72,4.036,4,84.756,4,5,84.756,4.036,$84.8,20.18,2019
C,Naypyitaw,,False,Member,1/28/2019,Male,243-47-2663,False,False,Credit card,,False,Electronic accessories,Neutral,False,True,12/30/1899 4:43:00 PM,,,,,,112.62,$5.6,4.761904762,,,,,6,5.5,118.251,5.631,$118.3,18.77,2019
B,Mandalay,,False,Normal,1/5/2019,Female,841-18-8232,False,False,Credit card,,False,Food and beverages,Happy,False,True,12/30/1899 8:40:00 PM,,,,,,71.2,$3.6,4.761904762,,,,,1,9.2,74.76,3.56,$74.8,71.2,2019
B,Mandalay,701-23-5550,True,Member,3/19/2019,Male,701-23-5550,False,True,Ewallet,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 1:40:00 PM,$155,$8,4.0,$49,$163,155.24,$7.8,4.761904762,,,,,4,4.9,163.002,7.762,$163.0,38.81,2019
A,Yangon,,False,Normal,1/12/2019,Female,647-50-1224,False,False,Ewallet,,False,Fashion accessories,Satisfied,False,True,12/30/1899 4:23:00 PM,,,,,,294.2,$14.7,4.761904762,,,,,10,8.9,308.91,14.71,$308.9,29.42,2019
A,Yangon,,False,Normal,1/7/2019,Male,541-48-8554,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 12:08:00 PM,,,,,,548.55,$27.4,4.761904762,,,,,9,6,575.9775,27.4275,$576.0,60.95,2019
B,Mandalay,,False,Normal,1/26/2019,Female,539-21-7227,False,False,Cash,,False,Sports and travel,Dissatisfied,False,True,12/30/1899 5:45:00 PM,,,,,,257.7,$12.9,4.761904762,,,,,5,4.2,270.585,12.885,$270.6,51.54,2019
A,Yangon,,False,Normal,1/23/2019,Female,213-32-1216,False,False,Cash,,False,Electronic accessories,Satisfied,False,True,12/30/1899 10:28:00 AM,,,,,,396.36,$19.8,4.761904762,,,,,6,7.3,416.178,19.818,$416.2,66.06,2019
B,Mandalay,,False,Normal,2/9/2019,Male,747-58-7183,False,False,Ewallet,747-58-7183,True,Fashion accessories,Neutral,False,True,12/30/1899 8:31:00 PM,,,,,,171.81,$8.6,4.761904762,171.81,8.5905,3,180.4005,3,6.5,180.4005,8.5905,$180.4,57.27,2019
B,Mandalay,,False,Normal,2/22/2019,Female,582-52-8065,False,False,Cash,582-52-8065,True,Fashion accessories,Satisfied,False,True,12/30/1899 10:49:00 AM,,,,,,488.79,$24.4,4.761904762,488.79,24.4395,9,513.2295,9,8.9,513.2295,24.4395,$513.2,54.31,2019
B,Mandalay,,False,Normal,2/5/2019,Female,210-57-1719,False,False,Cash,210-57-1719,True,Health and beauty,Happy,False,True,12/30/1899 12:34:00 PM,,,,,,524.16,$26.2,4.761904762,524.16,26.208,9,550.368,9,9.7,550.368,26.208,$550.4,58.24,2019
C,Naypyitaw,399-69-4630,True,Normal,3/7/2019,Male,399-69-4630,False,False,Credit card,,False,Electronic accessories,Satisfied,False,True,12/30/1899 10:23:00 AM,$133,$7,6.0,$86,$140,133.26,$6.7,4.761904762,,,,,6,8.6,139.923,6.663,$139.9,22.21,2019
A,Yangon,134-75-2619,True,Member,3/25/2019,Male,134-75-2619,True,True,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 6:51:00 PM,$135,$7,7.0,$69,$142,135.24,$6.8,4.761904762,,,,,7,6.9,142.002,6.762,$142.0,19.32,2019
B,Mandalay,,False,Normal,1/20/2019,Male,356-44-8813,False,False,Credit card,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 1:45:00 PM,,,,,,112.44,$5.6,4.761904762,,,,,3,7.7,118.062,5.622,$118.1,37.48,2019
B,Mandalay,,False,Member,2/4/2019,Female,198-66-9832,False,False,Cash,198-66-9832,True,Fashion accessories,Happy,False,True,12/30/1899 7:38:00 PM,,,,,,144.08,$7.2,4.761904762,144.08,7.204,2,151.284,2,9.5,151.284,7.204,$151.3,72.04,2019
C,Naypyitaw,,False,Member,1/30/2019,Female,283-26-5248,False,False,Ewallet,,False,Food and beverages,Dissatisfied,False,True,12/30/1899 8:23:00 PM,,,,,,985.2,$49.3,4.761904762,,,,,10,4.5,1034.46,49.26,"$1,034.5",98.52,2019
A,Yangon,,False,Member,1/2/2019,Male,712-39-0363,False,False,Ewallet,,False,Food and beverages,Neutral,False,True,12/30/1899 3:24:00 PM,,,,,,249.96,$12.5,4.761904762,,,,,6,5.6,262.458,12.498,$262.5,41.66,2019
A,Yangon,218-59-9410,True,Member,3/29/2019,Female,218-59-9410,True,True,Ewallet,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 4:54:00 PM,$217,$11,3.0,$82,$228,217.26,$10.9,4.761904762,,,,,3,8.2,228.123,10.863,$228.1,72.42,2019
B,Mandalay,174-75-0888,True,Normal,3/14/2019,Male,174-75-0888,False,False,Cash,,False,Electronic accessories,Satisfied,False,True,12/30/1899 12:32:00 PM,$194,$10,9.0,$73,$204,194.22,$9.7,4.761904762,,,,,9,7.3,203.931,9.711,$203.9,21.58,2019
C,Naypyitaw,,False,Normal,2/11/2019,Male,866-99-7614,False,False,Credit card,866-99-7614,True,Food and beverages,Dissatisfied,False,True,12/30/1899 3:42:00 PM,,,,,,892,$44.6,4.761904762,892,44.6,10,936.6,10,4.4,936.6,44.6,$936.6,89.2,2019
B,Mandalay,,False,Normal,1/30/2019,Female,134-54-4720,False,False,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 1:58:00 PM,,,,,,339.36,$17.0,4.761904762,,,,,8,5.7,356.328,16.968,$356.3,42.42,2019
A,Yangon,760-90-2357,True,Member,3/20/2019,Male,760-90-2357,False,True,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 3:08:00 PM,$447,$22,6.0,$50,$469,447.06,$22.4,4.761904762,,,,,6,5,469.413,22.353,$469.4,74.51,2019
B,Mandalay,514-37-2845,True,Normal,3/20/2019,Male,514-37-2845,False,True,Cash,,False,Fashion accessories,Happy,False,True,12/30/1899 1:02:00 PM,$199,$10,2.0,$90,$208,198.5,$9.9,4.761904762,,,,,2,9,208.425,9.925,$208.4,99.25,2019
A,Yangon,,False,Normal,1/17/2019,Female,698-98-5964,False,False,Credit card,,False,Food and beverages,Neutral,False,True,12/30/1899 1:01:00 PM,,,,,,812.1,$40.6,4.761904762,,,,,10,6.3,852.705,40.605,$852.7,81.21,2019
C,Naypyitaw,,False,Normal,2/3/2019,Female,718-57-9773,False,False,Credit card,718-57-9773,True,Sports and travel,Happy,False,True,12/30/1899 4:40:00 PM,,,,,,493.3,$24.7,4.761904762,493.3,24.665,10,517.965,10,9.4,517.965,24.665,$518.0,49.33,2019
A,Yangon,,False,Normal,1/1/2019,Female,651-88-7328,False,False,Cash,,False,Fashion accessories,Satisfied,False,True,12/30/1899 1:55:00 PM,,,,,,591.66,$29.6,4.761904762,,,,,9,7.7,621.243,29.583,$621.2,65.74,2019
B,Mandalay,,False,Normal,1/10/2019,Female,241-11-2261,False,False,Credit card,,False,Fashion accessories,Neutral,False,True,12/30/1899 10:33:00 AM,,,,,,559.02,$28.0,4.761904762,,,,,7,5.5,586.971,27.951,$587.0,79.86,2019
C,Naypyitaw,408-26-9866,True,Normal,3/2/2019,Female,408-26-9866,False,False,Ewallet,,False,Sports and travel,Dissatisfied,False,True,12/30/1899 4:42:00 PM,$518,$26,7.0,$41,$544,517.86,$25.9,4.761904762,,,,,7,4.1,543.753,25.893,$543.8,73.98,2019
B,Mandalay,,False,Member,2/25/2019,Female,834-83-1826,False,False,Credit card,834-83-1826,True,Home and lifestyle,Satisfied,False,True,12/30/1899 5:16:00 PM,,,,,,410.2,$20.5,4.761904762,410.2,20.51,5,430.71,5,7.6,430.71,20.51,$430.7,82.04,2019
B,Mandalay,,False,Member,1/29/2019,Male,343-61-3544,False,False,Cash,,False,Sports and travel,Satisfied,False,True,12/30/1899 11:48:00 AM,,,,,,266.7,$13.3,4.761904762,,,,,10,8.6,280.035,13.335,$280.0,26.67,2019
A,Yangon,239-48-4278,True,Member,3/10/2019,Male,239-48-4278,False,False,Ewallet,,False,Food and beverages,Satisfied,False,True,12/30/1899 7:35:00 PM,$71,$4,7.0,$83,$74,70.91,$3.5,4.761904762,,,,,7,8.3,74.4555,3.5455,$74.5,10.13,2019
B,Mandalay,,False,Normal,1/13/2019,Male,355-34-6244,False,False,Credit card,,False,Food and beverages,Satisfied,False,True,12/30/1899 7:55:00 PM,,,,,,144.78,$7.2,4.761904762,,,,,2,8.1,152.019,7.239,$152.0,72.39,2019
A,Yangon,550-84-8664,True,Normal,3/22/2019,Male,550-84-8664,False,True,Credit card,,False,Sports and travel,Satisfied,False,True,12/30/1899 2:33:00 PM,$430,$21,5.0,$86,$451,429.55,$21.5,4.761904762,,,,,5,8.6,451.0275,21.4775,$451.0,85.91,2019
B,Mandalay,339-96-8318,True,Member,3/1/2019,Male,339-96-8318,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 7:49:00 PM,$569,$28,7.0,$63,$598,569.17,$28.5,4.761904762,,,,,7,6.3,597.6285,28.4585,$597.6,81.31,2019
B,Mandalay,,False,Normal,2/20/2019,Male,458-61-0011,False,False,Cash,458-61-0011,True,Food and beverages,Neutral,False,True,12/30/1899 6:43:00 PM,,,,,,241.2,$12.1,4.761904762,241.2,12.06,4,253.26,4,5.8,253.26,12.06,$253.3,60.3,2019
C,Naypyitaw,,False,Normal,1/14/2019,Male,592-34-6155,False,False,Ewallet,,False,Food and beverages,Neutral,False,True,12/30/1899 2:43:00 PM,,,,,,127.08,$6.4,4.761904762,,,,,4,6.2,133.434,6.354,$133.4,31.77,2019
A,Yangon,797-88-0493,True,Normal,3/26/2019,Female,797-88-0493,True,True,Cash,,False,Health and beauty,Satisfied,False,True,12/30/1899 1:54:00 PM,$257,$13,4.0,$77,$270,257.08,$12.9,4.761904762,,,,,4,7.7,269.934,12.854,$269.9,64.27,2019
B,Mandalay,207-73-1363,True,Normal,3/1/2019,Male,207-73-1363,False,False,Ewallet,,False,Health and beauty,Satisfied,False,True,12/30/1899 12:15:00 PM,$139,$7,2.0,$81,$146,139.02,$7.0,4.761904762,,,,,2,8.1,145.971,6.951,$146.0,69.51,2019
C,Naypyitaw,,False,Normal,1/7/2019,Male,390-31-6381,False,False,Cash,,False,Food and beverages,Satisfied,False,True,12/30/1899 12:37:00 PM,,,,,,81.66,$4.1,4.761904762,,,,,3,7.3,85.743,4.083,$85.7,27.22,2019
A,Yangon,,False,Member,2/1/2019,Female,443-82-0585,False,False,Cash,443-82-0585,True,Health and beauty,Satisfied,False,True,12/30/1899 7:54:00 PM,,,,,,310.72,$15.5,4.761904762,310.72,15.536,4,326.256,4,8.4,326.256,15.536,$326.3,77.68,2019
C,Naypyitaw,,False,Member,2/13/2019,Female,339-18-7061,False,False,Credit card,339-18-7061,True,Fashion accessories,Satisfied,False,True,12/30/1899 3:06:00 PM,,,,,,185.96,$9.3,4.761904762,185.96,9.298,2,195.258,2,8,195.258,9.298,$195.3,92.98,2019
B,Mandalay,,False,Member,1/14/2019,Female,359-90-3665,False,False,Credit card,,False,Fashion accessories,Happy,False,True,12/30/1899 6:03:00 PM,,,,,,72.32,$3.6,4.761904762,,,,,4,9.5,75.936,3.616,$75.9,18.08,2019
B,Mandalay,,False,Normal,1/19/2019,Male,375-72-3056,False,False,Ewallet,,False,Sports and travel,Satisfied,False,True,12/30/1899 3:58:00 PM,,,,,,189.18,$9.5,4.761904762,,,,,3,7,198.639,9.459,$198.6,63.06,2019
A,Yangon,127-47-6963,True,Normal,3/9/2019,Male,127-47-6963,False,False,Credit card,,False,Health and beauty,Happy,False,True,12/30/1899 1:53:00 PM,$207,$10,4.0,$98,$217,206.84,$10.3,4.761904762,,,,,4,9.8,217.182,10.342,$217.2,51.71,2019
A,Yangon,278-86-2735,True,Normal,3/27/2019,Female,278-86-2735,True,True,Cash,,False,Food and beverages,Happy,False,True,12/30/1899 2:03:00 PM,$157,$8,3.0,$92,$165,157.02,$7.9,4.761904762,,,,,3,9.2,164.871,7.851,$164.9,52.34,2019
A,Yangon,,False,Normal,2/4/2019,Female,695-28-6250,False,False,Ewallet,695-28-6250,True,Sports and travel,Satisfied,False,True,12/30/1899 4:38:00 PM,,,,,,215.3,$10.8,4.761904762,215.3,10.765,5,226.065,5,7.7,226.065,10.765,$226.1,43.06,2019
C,Naypyitaw,379-17-6588,True,Normal,3/14/2019,Male,379-17-6588,False,False,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 11:07:00 AM,$596,$30,10.0,$53,$626,596.1,$29.8,4.761904762,,,,,10,5.3,625.905,29.805,$625.9,59.61,2019
A,Yangon,227-50-3718,True,Normal,3/4/2019,Male,227-50-3718,False,False,Cash,,False,Health and beauty,Dissatisfied,False,True,12/30/1899 12:23:00 PM,$73,$4,5.0,$44,$77,73.1,$3.7,4.761904762,,,,,5,4.4,76.755,3.655,$76.8,14.62,2019
